地域,章,名称,国名,登録基準,場所,特殊遺産,時代・王朝,人種・民族,政治家,芸術家,生物,植物,構成資産,構成資産の詳細,美術品,建築・絵画の様式,文化,宗教,バイオーム,特徴
アメリカ,要塞と軍事関連遺産,サンティアゴ・デ・クーバのサン・ペドロ・デ・ラ・ロカ城,キューバ,(ⅳ)(ⅴ),,,,,フェリペ2世,フアン・バッティスタ・アントネッリ,,,,,,,,,,堅牢さと機能美を併せもつ
アメリカ,要塞と軍事関連遺産,歴史的要塞都市カンペチェ,メキシコ,(ⅱ)(ⅳ),,,,,,,,,,,,,,,,"スペイン本国と植民地を結ぶ貿易拠点
フランシス・ドレークなどの海賊からたびたび襲撃された"
アメリカ,要塞と軍事関連遺産,リドー運河,カナダ,(ⅰ)(ⅳ),,,,,,,,,47の堰,,,,,,,北アメリカで最も古い、1832年開通の運河
アメリカ,要塞と軍事関連遺産,歴史都市ブリッジタウンとその要塞,バルバドス,(ⅱ)(ⅲ)(ⅳ),,,,,,,,,,,,,,,,街路は不規則に配置されている
アメリカ,要塞と軍事関連遺産,ブリムストーン・ヒル要塞国立公園,セントクリストファー・ネーヴィス,(ⅲ)(ⅳ),,,,,,,,,,,,,,,,アフリカ人奴隷によって1世紀以上にわたり、拡張工事が行われ、巨大要塞となった
アメリカ,要塞と軍事関連遺産,アンティグアの海軍造船所と関連考古遺跡群,アンティグア・バーブーダ,(ⅲ)(ⅳ),,,,,,,,,,,,,,,,ハリケーンの被害を和らげる自然のシェルターの役割を果たしている
アメリカ,経済活動関連遺産,パドレ・テンブレケ水利施設の水道橋,メキシコ,(ⅰ)(ⅱ)(ⅳ),,,,,,フランシスコ・デ・テンブレケ,,,テペヤワルコのアーチ型水道橋,,,,,,,一段のアーチで築かれた水路としては最も高いもの
アメリカ,経済活動関連遺産,トリニダとロス・インへニオス渓谷,キューバ,(ⅳ)(ⅴ),,,,,,,,,イスナガの塔,,,,,,,ロス・インへニオス渓谷で黒人奴隷によるサトウキビ栽培がおこなわれた
アメリカ,経済活動関連遺産,レッド・ベイのバスク人捕鯨基地,カナダ,(ⅲ)(ⅳ),,,,,,,,,,,,,,,,"船の残骸やクジラの骨が堆積している
グラン・ベイヤと呼ばれていた"
アメリカ,経済活動関連遺産,セウェル鉱山都市,チリ,(ⅱ),,,,,,,,,エル・テニエンテ銅山,,,,,,,アメリカを彷彿とさせるカラフルな街並み
アメリカ,経済活動関連遺産,ハンバーストーンとサンタ・ラウラの硝石工場群,チリ,(ⅱ)(ⅲ)(ⅳ),,,,,,,,,,,,,パンピノス文化,,,化学肥料として欧米に輸出された
アメリカ,経済活動関連遺産,トロンデック・クロンダイク,カナダ,(ⅳ),,,,トロンデック・フェッチン族,,,,,,,,,ゴールド・ラッシュ,,,
アメリカ,経済活動関連遺産,フライ・ベントスの産業景観,ウルグアイ,(ⅱ)(ⅳ),,文化的景観,,,,,,,"食肉加工工場
リービッヒ肉エキス会社",,,,,,,
アメリカ,新大陸のキリスト教とミッション,グアラニのイエズス会布教施設群：サン・イグナシオ・ミニ、サンタ・アナ、ヌエストラ・セニョーラ・デ・ロレト、サンタ・マリア・マヨール（アルゼンチン側）、サン・ミゲル・ダス・ミソンイス（ブラジル側）,"アルゼンチン
ブラジル",(ⅳ),,,,,,,,,"サン・ミゲル・ダス・ミソンイス
サン・イグナシオ・ミニ",,,,レドゥクシオン,,,
アメリカ,新大陸のキリスト教とミッション,パラナ川沿いのイエズス会布教施設群：ラ・サンティシマ・トリニダ・デ・パラナとヘスス・デ・タバランゲ,パラグアイ,(ⅳ),,,,,,,,,"ラ・サンティシマ・トリニダ聖堂
サン・コスメ・イ・ダミアン",,,,レドゥクシオン,,,
アメリカ,新大陸のキリスト教とミッション,コルドバのイエズス会管区教会堂と農園跡,アルゼンチン,(ⅱ)(ⅳ),,,,,,,,,イエズス会神学校,,,,エスタンシア,,,
アメリカ,新大陸のキリスト教とミッション,チキトスのイエズス会ミッション,ボリビア,(ⅳ)(ⅴ),,,,,,,,,,,,メスティソ様式,レドゥクシオン,,,
アメリカ,新大陸のキリスト教とミッション,チロエの教会堂群,チリ,(ⅱ)(ⅲ),,,,,,,,,カストロ教会堂,,,チロエ様式,,,,
アメリカ,新大陸のキリスト教とミッション,ゴンゴーニャスのボン・ジェズス聖域,ブラジル,(ⅰ)(ⅳ),,,,,,,,,ボン・ジェズス・ジ・マトジーニョス教会堂,,,,,,,
アメリカ,新大陸のキリスト教とミッション,レオン大聖堂,ニカラグア,(ⅱ)(ⅳ),,,,,ディエゴ・ホセ・デ・ポレス・エスキベル,,,,,,,"バロック様式
新古典主義様式",,,,
アメリカ,新大陸のキリスト教とミッション,ケレタロ州シエラ・ゴルダのフランシスコ会ミッション,メキシコ,(ⅱ)(ⅲ),,,,,,,,,"サンティアゴ・デ・ハルパン
タンコヨル",,,,,,,
アメリカ,新大陸のキリスト教とミッション,ポポカテペトル山麓の16世紀初期の修道院群,メキシコ,(ⅱ)(ⅳ),,,,,,,,,アトリウム,,,,,,,屋外で宗教儀式を行う習慣があった先住民が新しい宗教を受容しやすくするつくり
アメリカ,新大陸のキリスト教とミッション,サン・アントニオ・ミッションズ,アメリカ,(ⅱ),,,,コアウイルテカン族,,,,,,,,,,,,ヌエバ・エスパーニャの北の境界線を防衛する役割もあった
アメリカ,自由と独立,サン・ミゲルの要塞都市とアトトニルコにあるナザレのイエスの聖地,メキシコ,(ⅱ)(ⅳ),,,,,,,,,内陸部の王の道,,,メキシコ・バロック様式,,,,サン・ミゲル・デ・アジェンデは16世紀につくられた要塞都市
アメリカ,自由と独立,グアダラハラの救貧施設,メキシコ,(ⅰ)(ⅱ)(ⅲ)(ⅳ),,,,,,ホセ・クレメンテ・オロコス,,,オスピシオ・カバーニャス,,,,,,,
アメリカ,自由と独立,ハイチの国立歴史公園：シタデル、サン・スーシ宮、ラミエ地区,ハイチ,(ⅳ)(ⅵ),,,,,アンリ・クリストフ,,,,,,,,,,,ジャン・ジャック・デサリーヌを倒した
アメリカ,自由と独立,独立記念館,アメリカ,(ⅵ),,,,,トマス・ジェファソン,アンドリュー・ハミルトン,,,アセンブリールーム,,,,,,,第2回大陸会議で、トマス・ジェファンソンが起草した独立宣言が採択された
アメリカ,自由と独立,自由の女神像,アメリカ,(ⅰ)(ⅵ),,,,,エドゥアール・ドゥ・ラブライエ,フレデリック・バルトルディ,,,,,,,,,,世界を照らす自由と名付けられた
アメリカ,自由と独立,シャーロットビヴィルのモンティチェロとヴァージニア大学,アメリカ,(ⅰ)(ⅳ)(ⅵ),,,,,トマス・ジェファソン,,,,ロタンダ,,,,,,,
アメリカ,自由と独立,メキシコ国立大学（UNAM）の中央大学都市キャンパス,メキシコ,(ⅰ)(ⅱ)(ⅳ),,,,,,フアン・オゴルマン,,,,,,,メキシコ壁画運動,,,
アメリカ,自由と独立,ESMA　博物館と記憶の場：拘禁と拷問、虐殺のかつての機密拠点,アルゼンチン,(ⅵ),,負の遺産,,,,,,,,,,,,,,"汚い戦争
アルゼンチン海軍によって5000人以上が拘禁された
コンドル作戦がアメリカやCIAの支援のもと共同展開された"
アメリカ,現代都市と近現代建築,ブラジリア,ブラジル,(ⅰ)(ⅳ),,,,,ジュセリーノ・クビチェック・デ・オリヴェイラ大統領,ルシオ・コスタ,,,ブラジリア大聖堂,,,,,,,パイロットプラントが採用され、十字架型の平面からなる
アメリカ,現代都市と近現代建築,パンプーリャの近代建造物群,ブラジル,(ⅰ)(ⅱ)(ⅳ),,文化的景観,,,,"オスカー・ニーマイヤー
ジョアキム・カルドゾ",,,サン・フランシスコ・デ・アシス教会,,,,,,,
アメリカ,現代都市と近現代建築,カラカスの大学都市,ベネズエラ,(ⅰ)(ⅳ),,,,,,"カルロス・ラウル・ビリャヌエバ
アレキサンダー・カルダー",,,ベネズエラ中央大学,,,,,,,
アメリカ,現代都市と近現代建築,技術者エラディオ・ディエステの作品群：アトランティーダの教会,ウルグアイ,(ⅳ),,,,,,,,,,,,ガウス・ヴォールト,,,,"11～12世紀のイタリアにおける宗教建築から着想を得た
ウルグアイで入手が容易なレンガにモルタルと鉄筋を組み合わせた"
アメリカ,現代都市と近現代建築,ルイス・バラガン邸と仕事場,メキシコ,(ⅰ)(ⅱ),,,,,,ルイス・パラガン,,,,,,,,,,"ルイス・パラガンが自身の設計で建てた彼の住居兼仕事場
メキシコの強い陽光を繊細に計算して取り入れた"
アメリカ,現代都市と近現代建築,ホベルト・ブールリ・マルクスの庭園,ブラジル,(ⅱ)(ⅳ),,文化的景観,,,,,,,,,,ランドスケープデザイン,,,,トロピカルガーデンの発展に影響を与えた
アメリカ,現代都市と近現代建築,フランク・ロイド・ライトの20世紀の建築,アメリカ,(ⅱ),,,,,,,,,"ユニティーテンプル
フレデリック・C・ロビー邸
タリアセン
ホリーホック邸
落水荘
ハーバート・キャサリン・ジェイコブス邸
タリアセン・ウエスト
ソロモン・R・グッゲンハイム美術館",,,プレイリースタイル,,,,"有機的建築の概念をはっきり示している
自然の造形や原理に基づいている
旧山邑家住宅（ヨドコウ来賓館）の追加登録を目指す"
アメリカ,文化的景観,リオ・デ・ジャネイロ：山と海に囲まれたカリオカの経験,ブラジル,(ⅴ)(ⅵ),,,,,,,,,"コパカバーナ
チジュカ国立公園
コルコヴァードの丘",,,,,,,16世紀半ばからはポルトガル王国の植民地であった
アメリカ,文化的景観,ビニャーレス渓谷,キューバ,(ⅳ),,文化的景観,,,,,タバコの葉,,,,,,,,,モゴーテは1億6000万年のジュラ紀に形成されたもの
アメリカ,文化的景観,リュウゼツランの景観とテキーラ村の古式産業施設群,メキシコ,(ⅱ)(ⅳ)(ⅴ)(ⅵ),,文化的景観,,,,,リュウゼツラン,,,,,,テウチトラン文化,,,
アメリカ,文化的景観,キューバ南東部におけるコーヒー農園発祥地の景観,キューバ,,,文化的景観,,,,,,,,,,,,,,ハイチ革命による独立でプランテーション所有者のフランス人やアフリカ系奴隷がキューバへと移住した
アメリカ,文化的景観,コロンビアのコーヒー農園の文化的景観,コロンビア,(ⅴ)(ⅵ),,文化的景観,,,,,,,エヘ・カフェテロ,,,,,,,アンティオキアからやってきた人々が状況に応じて農地を拓いた
アメリカ,複合遺産,マチュ・ピチュ,ペルー,(ⅰ)(ⅲ)(ⅶ)(ⅸ),,,,,,ハイラム・ビンガム,アンデスイワドリ,,"大塔と陵墓
インティワタナ
王女の宮殿
コンドル神殿",,,,,,,灌漑設備は充実していたが、車輪や製鉄技術を持っていなかった
アメリカ,複合遺産,ティカル国立公園,グアテマラ,(ⅰ)(ⅲ)(ⅵ)(ⅸ)(ⅹ),,,,,ア・カカウ王,,,,"石碑11
1号神殿
2号神殿
5号神殿
石碑の神殿",,,,,,,アクロポリスやコンプレックスなどの建築群などからなる
アメリカ,複合遺産,カンペチェ州カラクムルの古代マヤ都市と保護熱帯雨林群,メキシコ,(ⅰ)(ⅱ)(ⅲ)(ⅵ)(ⅸ)(ⅹ),,,,,,,,,建造物Ⅱ,,,,,,,"1200年以上も地球の歴史や文化、芸術において重要な役割を果たしていた
アメリカ大陸で2番目に大きな熱帯雨林"
アメリカ,複合遺産,テワカンとクイカトランの渓谷：メソアメリカの起源となる環境,メキシコ,(ⅵ)(ⅹ),,,,,,,,,,,,,,,テワカン‐クイカトラン生物圏保存地域,世界で最も密生する柱サボテンの森
アメリカ,複合遺産,チリビケテ国立公園：ジャガー崇拝の地,コロンビア,(ⅲ)(ⅸ)(ⅹ),,,,,,,,,,,,,,ジャガー崇拝,,テプイが森に囲まれた景観
アメリカ,複合遺産,ブルー・アンド・ジョン・クロウ山脈,ジャマイカ,(ⅲ)(ⅵ)(ⅹ),,,,,,,,,ブルー・マウンテン,,,,,,,"ムーア・タウンのマルーンの遺産として2008年に無形文化遺産に登録された
タノイ族やマルーンがこの地に逃れて住むようになった"
アメリカ,複合遺産,リオ・アビセオ国立公園,ペルー,(ⅲ)(ⅶ)(ⅸ)(ⅹ),,,,,,,ヘンディーウーリーモンキー,,グラン・パハテン遺跡,,,,チャチャポヤス文化,,,
アメリカ,複合遺産,ピマチオウィン・アキ,カナダ,(ⅲ)(ⅵ)(ⅸ),,文化的景観,,,アニシナアベ族,,,,,,,,,ジガナウェンダマン・ギダキイミナアン,,"自然からの贈り物を大切にし、あらゆる姿をした命を尊重し、他者との調和の取れた関係を続けていくという彼らの伝統的な生活
複合遺産と言いながら文化と自然を別々に評価することに疑問を呈した"
アメリカ,複合遺産,パパハナウモクアケア,アメリカ,(ⅲ)(ⅵ)(ⅶ)(ⅸ)(ⅹ),,文化的景観,,,,,,,"ニホア
マクマナマナ",,,,,,,
アメリカ,複合遺産,パラチーとグランジ島：文化と生物多様性,ブラジル,(ⅴ)(ⅹ),,文化的景観,,,,,,,ボカイナ山脈国立公園,,,,,,,アフリカ系黒人奴隷の入口
アメリカ,自然の景観美,ヨセミテ国立公園,アメリカ,(ⅶ)(ⅷ),,,,,,ジョン・ミューア,,ジャイアントセコイア,,,,,,,,"氷食谷、モレーン、約300の氷河湖が点在
ウィルダネスが総面積の95%を占める"
アメリカ,自然の景観美,カナディアン・ロッキー山脈国立公園群,カナダ,(ⅶ)(ⅷ),,,"カンブリア紀
白亜紀",,,チャールズ・ウォルコット,アノマロカリス,,パンフ国立公園,,,,,,,彼が発見した地層をバージェス頁岩と命名した
アメリカ,自然の景観美,ウォータートン・グレーシャー国際平和自然公園,"アメリカ
カナダ",(ⅶ)(ⅸ),,,,,,,,,,,,,,,,"世界初の国際平和公園
氷河作用によって形成された地形が広がる"
アメリカ,自然の景観美,アラスカ・カナダ国境地帯の山岳国立公園群：クルアニ、ランゲル・セント・エライアス、グレイシャーベイ、タッシェンシニ・アルセク,"アメリカ
カナダ",(ⅶ)(ⅷ)(ⅸ)(ⅹ),,,,,,,ハクトウワシ,,ランゲル・セント・エライアス国立公園,,,,,,,
アメリカ,自然の景観美,ナハニ国立公園,カナダ,(ⅶ)(ⅷ),,,,,,,,,ヴァージニア滝,,,,,,ツンドラ地帯,
アメリカ,自然の景観美,レッドウッド国立・州立公園群,アメリカ,(ⅶ)(ⅸ),,,,,,,セコイア,,,,,,,,,セコイアの森は今日、北米西海岸にのみ自生している
アメリカ,自然の景観美,ウアスカラン国立公園,ペルー,(ⅶ)(ⅷ),,,,,,,,プヤ・ライモンディ,ヤンガヌコ湖,,,,,,,
アメリカ,自然の景観美,ロス・アレルセス国立公園,アルゼンチン,(ⅶ)(ⅹ),,,,,,,アレルセ,,,,,,,,,一帯は温帯林に覆われている
アメリカ,自然の景観美,ロス・グラシアレス国立公園,アルゼンチン,(ⅶ)(ⅷ),,,,,,,,,"ウプサラ氷河
ペリト・モレノ氷河",,,,,,パンパ,
アメリカ,自然の景観美,ベリーズ・バリア・リーフ自然保護区,ベリーズ,(ⅶ)(ⅸ)(ⅹ),,,,,,,,,,,,,,,,"世界で2番目に大きなサンゴ礁
過度の観光開発やマングローブの伐採、近海での石油探査計画など"
